Date,Return
2006-12-31,-1.411
2007-12-31,16.732
2008-12-31,-12.456
2009-12-31,44.471
2010-12-31,64.608
2011-12-31,0.0
2012-12-31,12.19
2013-12-31,-39.593
2014-12-31,-19.171
2015-12-31,-10.596
2016-12-31,16.572
2017-12-31,7.014
2018-12-31,-8.341
2019-12-31,15.708
2020-12-31,48.253
2021-12-31,-9.63
2022-12-31,6.797
2023-12-31,1.973
2024-12-31,24.051
