Date,Return
1998-12-31,0.376
1999-12-31,19.266
2000-12-31,25.92
2001-12-31,-16.732
2002-12-31,-11.739
2003-12-31,24.245
2004-12-31,30.826
2005-12-31,37.072
2006-12-31,19.699
2007-12-31,34.539
2008-12-31,-30.525
2009-12-31,25.881
2010-12-31,22.444
2011-12-31,7.821
2012-12-31,6.72
2013-12-31,24.335
2014-12-31,-7.383
2015-12-31,-21.11
2016-12-31,27.735
2017-12-31,-0.016
2018-12-31,-17.642
2019-12-31,12.899
2020-12-31,-21.017
2021-12-31,47.098
2022-12-31,55.922
2023-12-31,1.962
2024-12-31,5.692
