Date,Return
2015-12-31,4.601
2016-12-31,4.265
2017-12-31,10.603
2018-12-31,-1.102
2019-12-31,26.024
2020-12-31,5.906
2021-12-31,39.028
2022-12-31,-27.201
2023-12-31,13.668
2024-12-31,5.495
