Date,Return
1998-12-31,2.593
1999-12-31,20.274
2000-12-31,-13.367
2001-12-31,16.173
2002-12-31,-16.493
2003-12-31,33.756
2004-12-31,12.964
2005-12-31,-5.949
2006-12-31,17.595
2007-12-31,-13.184
2008-12-31,-30.354
2009-12-31,38.966
2010-12-31,26.4
2011-12-31,8.718
2012-12-31,22.163
2013-12-31,36.397
2014-12-31,9.908
2015-12-31,10.78
2016-12-31,6.841
2017-12-31,20.892
2018-12-31,3.425
2019-12-31,25.987
2020-12-31,31.735
2021-12-31,26.278
2022-12-31,-39.171
2023-12-31,35.384
2024-12-31,26.015
