Date,Return
1998-12-31,3.868
1999-12-31,19.696
2000-12-31,-9.088
2001-12-31,2.273
2002-12-31,2.575
2003-12-31,15.265
2004-12-31,2.09
2005-12-31,6.763
2006-12-31,7.315
2007-12-31,7.657
2008-12-31,-22.121
2009-12-31,19.844
2010-12-31,4.359
2011-12-31,13.62
2012-12-31,16.606
2013-12-31,35.407
2014-12-31,23.464
2015-12-31,8.279
2016-12-31,-1.641
2017-12-31,20.085
2018-12-31,7.617
2019-12-31,19.503
2020-12-31,17.136
2021-12-31,23.843
2022-12-31,-0.308
2023-12-31,2.702
2024-12-31,2.801
