Date,Return
1998-12-31,2.505
1999-12-31,-13.201
2000-12-31,25.884
2001-12-31,-8.717
2002-12-31,-20.535
2003-12-31,11.511
2004-12-31,7.855
2005-12-31,3.209
2006-12-31,13.911
2007-12-31,12.531
2008-12-31,-13.35
2009-12-31,14.833
2010-12-31,13.644
2011-12-31,14.276
2012-12-31,10.626
2013-12-31,24.007
2014-12-31,15.068
2015-12-31,7.598
2016-12-31,5.554
2017-12-31,12.498
2018-12-31,-7.37
2019-12-31,24.828
2020-12-31,13.511
2021-12-31,16.494
2022-12-31,0.728
2023-12-31,-0.182
2024-12-31,11.69
