Date,Return
2001-12-31,-0.918
2002-12-31,-47.003
2003-12-31,66.414
2004-12-31,-10.852
2005-12-31,14.645
2006-12-31,3.034
2007-12-31,0.067
2008-12-31,-62.233
2009-12-31,63.088
2010-12-31,16.72
2011-12-31,-6.436
2012-12-31,8.824
2013-12-31,36.324
2014-12-31,27.893
2015-12-31,0.521
2016-12-31,34.985
2017-12-31,35.026
2018-12-31,-2.83
2019-12-31,51.939
2020-12-31,52.852
2021-12-31,41.039
2022-12-31,-33.839
2023-12-31,55.376
2024-12-31,18.988
