Date,Return
2001-12-31,-5.308
2002-12-31,-47.689
2003-12-31,44.878
2004-12-31,15.235
2005-12-31,-4.516
2006-12-31,11.346
2007-12-31,16.069
2008-12-31,-40.406
2009-12-31,42.528
2010-12-31,24.179
2011-12-31,-3.2
2012-12-31,17.318
2013-12-31,27.779
2014-12-31,14.01
2015-12-31,13.069
2016-12-31,7.518
2017-12-31,36.072
2018-12-31,14.905
2019-12-31,31.377
2020-12-31,49.768
2021-12-31,14.215
2022-12-31,-36.896
2023-12-31,48.252
2024-12-31,24.188
