Date,Return
1998-12-31,1.819
1999-12-31,54.257
2000-12-31,-44.773
2001-12-31,-15.724
2002-12-31,-39.318
2003-12-31,35.884
2004-12-31,6.977
2005-12-31,0.419
2006-12-31,12.47
2007-12-31,15.703
2008-12-31,-45.2
2009-12-31,44.759
2010-12-31,12.537
2011-12-31,5.131
2012-12-31,15.311
2013-12-31,23.976
2014-12-31,17.22
2015-12-31,6.894
2016-12-31,15.161
2017-12-31,30.011
2018-12-31,1.013
2019-12-31,42.11
2020-12-31,44.347
2021-12-31,31.693
2022-12-31,-27.113
2023-12-31,46.214
2024-12-31,22.882
