Date,Return
2011-12-31,-2.257
2012-12-31,4.083
2013-12-31,-6.761
2014-12-31,-0.909
2015-12-31,-11.243
2016-12-31,16.618
2017-12-31,27.231
2018-12-31,-22.848
2019-12-31,7.703
2020-12-31,24.376
2021-12-31,25.774
2022-12-31,-12.559
2023-12-31,6.23
2024-12-31,8.471
