Date,Return
2003-12-31,29.911
2004-12-31,16.026
2005-12-31,7.804
2006-12-31,14.98
2007-12-31,2.214
2008-12-31,-41.998
2009-12-31,42.545
2010-12-31,21.402
2011-12-31,2.666
2012-12-31,16.805
2013-12-31,31.143
2014-12-31,13.836
2015-12-31,-1.516
2016-12-31,14.625
2017-12-31,17.245
2018-12-31,-6.956
2019-12-31,26.214
2020-12-31,19.093
2021-12-31,26.728
2022-12-31,-9.779
2023-12-31,13.842
2024-12-31,12.516
