Date,Return
2000-12-31,7.765
2001-12-31,4.706
2002-12-31,-19.299
2003-12-31,40.99
2004-12-31,18.194
2005-12-31,5.626
2006-12-31,18.375
2007-12-31,0.385
2008-12-31,-31.319
2009-12-31,31.067
2010-12-31,26.869
2011-12-31,0.628
2012-12-31,16.794
2013-12-31,33.79
2014-12-31,6.205
2015-12-31,-3.214
2016-12-31,21.207
2017-12-31,14.315
2018-12-31,-10.184
2019-12-31,23.917
2020-12-31,26.595
2021-12-31,15.979
2022-12-31,-18.994
2023-12-31,17.541
2024-12-31,12.803
