Date,Return
1999-12-31,62.246
2000-12-31,-28.156
2001-12-31,-25.924
2002-12-31,-38.128
2003-12-31,43.379
2004-12-31,11.507
2005-12-31,2.428
2006-12-31,8.117
2007-12-31,19.064
2008-12-31,-46.006
2009-12-31,46.905
2010-12-31,20.215
2011-12-31,6.223
2012-12-31,17.812
2013-12-31,31.978
2014-12-31,18.508
2015-12-31,10.611
2016-12-31,8.166
2017-12-31,28.809
2018-12-31,2.48
2019-12-31,34.232
2020-12-31,45.917
2021-12-31,25.898
2022-12-31,-34.258
2023-12-31,45.344
2024-12-31,25.254
