Date,Close,High,Low,Open,Volume,Daily_Return,Monthly Return,Yearly Return
2018-06-19,46.898738861083984,46.9926135871598,46.54202564485982,46.65467173519615,16600,,0.0,0.0
2018-06-20,47.48075866699219,47.770823199596286,47.3587232949444,47.3587232949444,190000,0.012,0.012,0.012
2018-06-21,47.18974304199219,47.734202105201625,47.12403252713855,47.6591059086351,428700,-0.006,0.006,0.006
2018-06-22,47.396263122558594,47.50890920615858,47.114642542126965,47.490134262066185,181500,0.004,0.011,0.011
2018-06-25,46.41998672485352,47.15219162721418,46.01163975494618,47.15219162721418,2509600,-0.021,-0.01,-0.01
2018-06-26,46.49696731567383,46.72976876236293,46.32611638547765,46.67344750667503,104000,0.002,-0.009,-0.009
2018-06-27,46.0914306640625,46.93628523059496,46.0914306640625,46.76731431728847,144900,-0.009,-0.017,-0.017
2018-06-28,46.55140686035156,46.73915271353421,45.96939793834423,46.0914296991018,336500,0.01,-0.007,-0.007
2018-06-29,46.49508285522461,46.7860891118697,46.39182245509395,46.74853922437594,152300,-0.001,-0.009,-0.009
2018-07-02,46.786094665527344,46.786094665527344,45.94124000140264,46.10082525171722,321300,0.006,0.0,-0.002
2018-07-03,46.21347427368164,46.9362936252247,46.17498616913727,46.9362936252247,97500,-0.012,-0.012,-0.015
2018-07-05,46.91751480102539,46.93628974663861,46.30734518289192,46.551412313954366,324900,0.015,0.003,0.0
2018-07-06,47.65910720825195,47.70228993959954,46.87057742755127,47.06770897748779,199800,0.016,0.019,0.016
2018-07-09,47.931339263916016,48.06276029919806,47.5464618401809,48.06276029919806,118100,0.006,0.024,0.022
2018-07-10,47.9116096496582,48.07212946720056,47.75296267074911,48.07212946720056,1153200,-0.0,0.024,0.022
2018-07-11,47.84686279296875,48.09092996422376,47.54647077559859,47.59340635688356,227500,-0.001,0.023,0.02
2018-07-12,48.59783172607422,48.59783172607422,48.00643351041282,48.15662948476045,361400,0.016,0.039,0.036
2018-07-13,48.52273941040039,48.62599983007306,48.29650899448831,48.60722488277303,80100,-0.002,0.037,0.035
2018-07-16,48.38191986083984,48.60721200685089,48.29743441084718,48.60721200685089,200700,-0.003,0.034,0.032
2018-07-17,48.39131164550781,48.513346995546975,47.612171135922125,47.696656596571614,172600,0.0,0.034,0.032
2018-07-18,48.25050735473633,48.4382496492035,48.090922107293565,48.42886396686203,147800,-0.003,0.031,0.029
2018-07-19,47.91256332397461,48.31621568450573,47.8806462759324,48.278665794932,258400,-0.007,0.024,0.022
2018-07-20,47.75297927856445,48.04961840028252,47.72481865115685,47.92195020491937,158400,-0.003,0.021,0.018
