Date,Return
2006-12-31,-25.391
2007-12-31,42.389
2008-12-31,-69.351
2009-12-31,28.576
2010-12-31,3.237
2011-12-31,3.081
2012-12-31,-10.107
2013-12-31,7.291
2014-12-31,-52.505
2015-12-31,-52.665
2016-12-31,15.288
2017-12-31,5.477
2018-12-31,-17.311
2019-12-31,33.012
2020-12-31,-86.882
2021-12-31,55.303
2022-12-31,34.513
2023-12-31,-0.218
2024-12-31,15.142
