Date,Return
1998-12-31,1.389
1999-12-31,-2.622
2000-12-31,22.885
2001-12-31,-12.113
2002-12-31,-28.702
2003-12-31,24.86
2004-12-31,21.892
2005-12-31,16.221
2006-12-31,19.613
2007-12-31,18.428
2008-12-31,-27.336
2009-12-31,13.123
2010-12-31,6.298
2011-12-31,19.318
2012-12-31,1.492
2013-12-31,13.038
2014-12-31,26.194
2015-12-31,-3.599
2016-12-31,16.158
2017-12-31,11.851
2018-12-31,5.001
2019-12-31,23.714
2020-12-31,7.915
2021-12-31,17.428
2022-12-31,3.698
2023-12-31,-5.89
2024-12-31,22.251
