Date,Return
2004-12-31,-1.206
2005-12-31,17.15
2006-12-31,23.224
2007-12-31,28.155
2008-12-31,10.144
2009-12-31,23.691
2010-12-31,27.067
2011-12-31,11.235
2012-12-31,7.528
2013-12-31,-30.949
2014-12-31,-1.103
2015-12-31,-10.294
2016-12-31,9.027
2017-12-31,12.541
2018-12-31,-1.489
2019-12-31,17.111
2020-12-31,24.079
2021-12-31,-3.301
2022-12-31,0.382
2023-12-31,12.835
2024-12-31,24.144
