Date,Close,High,Low,Open,Volume
2003-05-01,18.294944763183594,18.361320915456318,18.059933273040315,18.119134734818697,157200
2003-05-02,18.635799407958984,18.635799407958984,18.275211658335593,18.275211658335593,61200
2003-05-05,18.675264358520508,18.75599398938596,18.61068120130542,18.67167701364998,140000
2003-05-06,18.82416534423828,18.910276680657116,18.69320466709351,18.69320466709351,30000
2003-05-07,18.7506103515625,18.88515836357303,18.657324332126855,18.711144084408332,20800
2003-05-08,18.547895431518555,18.67168006452221,18.540719371911763,18.57839265832735,92800
2003-05-09,18.809812545776367,18.8528675280805,18.610681370666587,18.69320399037168,28800
2003-05-12,19.15964698791504,19.173997742794192,18.80982116146603,18.83673105099193,36800
2003-05-13,19.114791870117188,19.20449056238673,19.055590404732865,19.10582145341286,16800
2003-05-14,19.15964698791504,19.15964698791504,19.0699482686246,19.14529486434205,35600
2003-05-15,19.358776092529297,19.358776092529297,19.20090548824276,19.30316196206759,41600
2003-05-16,19.392854690551758,19.392854690551758,19.190136162840556,19.3157137696186,44800
2003-05-19,18.888742446899414,19.31212019707362,18.888742446899414,19.31212019707362,38800
2003-05-20,18.865428924560547,19.012534719750256,18.716528772356963,18.989212184650075,224400
2003-05-21,18.94078254699707,18.94078254699707,18.73806255844616,18.818792229807688,617600
2003-05-22,19.209867477416992,19.23857034006929,18.98920814720189,18.98920814720189,17200
2003-05-23,19.31751251220703,19.324688572608306,19.156054574912286,19.17758275611611,124800
2003-05-27,19.733701705932617,19.735496062048927,19.267269030258202,19.267269030258202,28800
2003-05-28,19.785737991333008,19.861084565443168,19.694244940660127,19.783943634227494,136000
2003-05-29,19.715784072875977,19.965146470030128,19.67631640678927,19.828803996829016,92000
2003-05-30,20.101482391357422,20.101482391357422,19.85570742182164,19.859294768162897,19600
2003-06-02,20.212709426879883,20.44054494429648,20.212709426879883,20.289850381554924,49200
2003-06-03,20.205530166625977,20.26293728413246,20.115831459978743,20.173238577485225,129200
2003-06-04,20.628902435302734,20.636078494082334,20.209113261895673,20.209113261895673,144400
2003-06-05,20.77421760559082,20.77421760559082,20.50332717263515,20.50332717263515,31200
2003-06-06,20.666576385498047,21.20118114796847,20.666576385498047,20.980521781615295,57200
2003-06-09,20.33110809326172,20.55176613338181,20.298816505842492,20.52306326050559,104000
2003-06-10,20.478214263916016,20.505124148679933,20.3562239725207,20.48718331304159,70400
2003-06-11,20.829830169677734,20.829830169677734,20.451301583505106,20.451301583505106,88800
2003-06-12,20.915943145751953,20.962586855075095,20.776013386476137,20.962586855075095,54400
2003-06-13,20.594818115234375,20.90876350498677,20.53382229921912,20.90876350498677,155600
2003-06-16,21.011024475097656,21.011024475097656,20.680932539610286,20.720400187529886,63200
2003-06-17,21.048696517944336,21.070223329210833,20.91773581840134,21.070223329210833,34800
2003-06-18,20.950027465820312,21.070223391391277,20.872886531602894,20.953616180170982,29200
2003-06-19,20.677339553833008,21.052279369414077,20.67016349537827,21.007430030591852,62400
2003-06-20,20.65760612487793,20.899792285347168,20.650430066287843,20.774214681753705,78000
2003-06-23,20.366992950439453,20.406460609730626,20.271912517798334,20.406460609730626,32000
2003-06-24,20.307777404785156,20.37953661121727,20.173229405984834,20.307777404785156,109200
2003-06-25,20.20013999938965,20.46564866204293,20.20013999938965,20.370568291826377,36800
2003-06-26,20.37417221069336,20.40646381257311,20.176835251958963,20.19118737917089,70000
2003-06-27,20.261144638061523,20.460275879681053,20.253968577165168,20.453099818784693,22400
2003-06-30,20.27549171447754,20.424391871515216,20.209115558436547,20.424391871515216,53600
2003-07-01,20.343671798706055,20.361611270580106,19.961554341188297,20.20912370660971,62400
2003-07-02,20.60199737548828,20.60199737548828,20.361605509268077,20.361605509268077,117600
2003-07-03,20.488975524902344,20.637875685469947,20.375955663160735,20.50332764443274,25200
2003-07-07,20.833410263061523,20.87825959302749,20.72039044427674,20.72039044427674,47600
2003-07-08,21.027170181274414,21.027170181274414,20.78318959511393,20.84597841463458,48800
2003-07-09,21.03972816467285,21.080990171470376,20.903385748938767,20.94464775573629,21600
2003-07-10,20.64684295654297,20.854944565741665,20.55535128197182,20.854944565741665,24800
2003-07-11,20.772428512573242,20.837011696646847,20.716815747446322,20.747312981955034,17200
2003-07-14,21.075599670410156,21.134799751181482,20.991282703359623,21.01101651984775,28800
2003-07-15,20.810094833374023,21.034341544940553,20.786773668100693,21.034341544940553,98000
2003-07-16,20.628902435302734,20.872882959036044,20.562526286804655,20.872882959036044,27200
2003-07-17,20.325721740722656,20.553555789119173,20.325721740722656,20.553555789119173,14800
2003-07-18,20.60199737548828,20.628907260032197,20.370575927013913,20.370575927013913,22800
2003-07-21,20.3328914642334,20.384916850950077,20.3257167759282,20.384916850950077,70800
2003-07-22,20.587644577026367,20.59482063677108,20.325724555464976,20.325724555464976,26800
2003-07-23,20.419008255004883,20.612757739830517,20.419008255004883,20.612757739830517,22400
2003-07-24,20.5051212310791,20.815477934275112,20.5051212310791,20.747307422107372,16400
2003-07-25,20.81907081604004,20.81907081604004,20.58764798358098,20.603793094157957,10000
2003-07-28,20.86033058166504,20.917737698023334,20.833420696470363,20.917737698023334,15200
2003-07-29,20.70245933532715,20.871091953297498,20.605584579287935,20.871091953297498,14800
2003-07-30,20.659395217895508,20.768826319606042,20.659395217895508,20.686303719885792,24800
2003-07-31,20.752687454223633,21.018196159415695,20.74730575220847,20.74730575220847,126000
2003-08-01,20.619932174682617,20.641458981061106,20.537409556614314,20.58943358449112,48000
2003-08-04,20.584060668945312,20.6342917301932,20.325729301285637,20.59303108789405,39600
2003-08-05,20.210906982421875,20.56790734113384,20.210906982421875,20.56790734113384,42400
2003-08-06,20.2629337310791,20.354426779050428,20.12479834928925,20.173235040160304,24800
2003-08-07,20.3328914642334,20.35800834807328,20.23422376006832,20.23601811649108,25600
2003-08-08,20.40823745727539,20.438734670126912,20.347241662879558,20.42079521366677,62800
2003-08-11,20.490779876708984,20.564332129964967,20.358026128033767,20.494367223994644,16400
2003-08-12,20.686317443847656,20.700669566892717,20.490774899960435,20.490774899960435,64400
2003-08-13,20.648639678955078,20.801127189402216,20.63967063051318,20.801127189402216,48400
2003-08-14,20.8657169342041,20.881863416396065,20.71143501798449,20.745520971405586,34400
2003-08-15,20.91056251525879,20.91056251525879,20.91056251525879,20.91056251525879,4400
2003-08-18,21.150955200195312,21.150955200195312,20.953618320252087,20.953618320252087,74800
2003-08-19,21.283706665039062,21.283706665039062,21.115072677090335,21.20477137388119,67200
2003-08-20,21.29267120361328,21.346489585613263,21.168886598235023,21.186826058901687,50800
2003-08-21,21.468482971191406,21.533066133982466,21.33931664560928,21.407488522273912,121200
2003-08-22,21.2316837310791,21.638916628438434,21.2316837310791,21.6353279136802,108400
2003-08-25,21.19042205810547,21.204772810357113,21.116868464781344,21.204772810357113,42400
2003-08-26,21.271150588989258,21.271150588989258,20.95720512532611,21.16889412128672,18000
2003-08-27,21.339317321777344,21.339317321777344,21.22271012236452,21.22271012236452,14400
2003-08-28,21.522302627563477,21.522302627563477,21.235267110240073,21.384165886646603,9200
2003-08-29,21.64788055419922,21.696318611115192,21.40210703048383,21.40210703048383,125200
2003-09-02,21.96541976928711,21.97977052217455,21.6550616413909,21.78781534428185,55600
2003-09-03,22.021028518676758,22.11072720918053,21.97617917342487,21.97617917342487,279600
2003-09-04,22.038969039916992,22.06229157653018,21.93671258258672,22.01205915773672,18800
2003-09-05,21.951065063476562,22.067673642381063,21.868542427140902,21.93312559795898,37600
2003-09-08,22.12867546081543,22.141233227724896,21.99054002481128,21.99054002481128,34400
2003-09-09,21.936710357666016,22.09278656352688,21.91338919211163,22.09278656352688,35600
2003-09-10,21.545631408691406,21.791406384393106,21.53307364314132,21.76808384216167,160000
2003-09-11,21.69452667236328,21.76090420014228,21.57433074819279,21.662235087050995,106800
2003-09-12,21.755517959594727,21.784222195110353,21.504362742299435,21.64967417069075,293600
2003-09-15,21.69452667236328,21.787812713991286,21.473867277947072,21.787812713991286,420800
2003-09-16,22.003089904785156,22.003089904785156,21.766285407449885,21.78960657515266,65600
2003-09-17,21.95823097229004,22.047929627104384,21.949260559331464,22.012049343962932,76000
2003-09-18,22.21837043762207,22.238104263534602,21.93312919365792,21.967213773121074,99200
2003-09-19,22.214214324951172,22.239455591651293,22.107840611792934,22.176352424900994,77200
2003-09-22,21.913122177124023,21.974422006281916,21.851820972420192,21.905910189773813,30800
2003-09-23,22.073585510253906,22.073585510253906,21.93836383998172,21.93836383998172,29200
2003-09-24,21.71119499206543,22.073589519367637,21.689560401241913,22.073589519367637,84800
2003-09-25,21.4695987701416,21.72561817283564,21.4695987701416,21.72561817283564,156000
2003-09-26,21.29651641845703,21.401086819329485,21.274880451614674,21.383057534733975,41600
2003-09-29,21.426328659057617,21.429935341399773,21.262260376692904,21.365028814703805,20000
2003-09-30,21.327171325683594,21.415515803737108,21.159496326208483,21.415515803737108,32000
2003-10-01,21.703983306884766,21.703983306884766,21.383057366748663,21.383057366748663,10800
2003-10-02,21.815773010253906,21.828393650361942,21.731033837151415,21.822985001108012,21600
2003-10-03,22.071779251098633,22.280922733728083,22.06456726457219,22.185366319457852,181200
2003-10-06,22.207012176513672,22.230451488509626,22.08981974317332,22.152924313427224,52400
2003-10-07,22.315185546875,22.315185546875,22.04654549115656,22.104240027462794,35200
2003-10-08,22.25388526916504,22.34944171409827,22.207008029473677,22.32960908867293,64000
2003-10-09,22.39271354675293,22.603660449603357,22.33682234948764,22.50089200997727,73200
2003-10-10,22.374679565429688,22.441389420344215,22.336817661466092,22.428768785689684,88800
2003-10-13,22.60004425048828,22.664950750872705,22.520715153220657,22.520715153220657,82800
2003-10-14,22.681180953979492,22.684786259773283,22.515308001001333,22.563988570265824,89200
2003-10-15,22.614477157592773,22.78034877942185,22.553175938323434,22.771334824751772,54400
2003-10-16,22.650529861450195,22.726255039236268,22.54595948597155,22.54595948597155,77200
2003-10-17,22.381895065307617,22.567599308170212,22.356653792037726,22.567599308170212,124000
2003-10-20,22.46483039855957,22.46483039855957,22.344032682532085,22.437785784758113,58800
2003-10-21,22.506296157836914,22.562187343926617,22.455813618717695,22.50088751086643,76000
2003-10-22,22.176355361938477,22.322394335122844,22.154719398096102,22.32059236979552,93200
2003-10-23,22.194395065307617,22.23946897948393,22.026720049549862,22.077202613339864,88400
2003-10-24,22.086206436157227,22.10243237654213,21.905910873413088,22.05916182663641,201600
2003-10-27,22.230430603027344,22.356636873871444,22.230430603027344,22.293533738449394,63200
2003-10-28,22.60004425048828,22.60004425048828,22.35664556181955,22.38369016623735,79600
2003-10-29,22.68659019470215,22.699210828629848,22.558580514708094,22.5639891613134,65200
2003-10-30,22.798377990722656,22.843451890566353,22.645127006363346,22.843451890566353,378400
2003-10-31,22.80378532409668,22.86147985406878,22.738878805934807,22.83443524224365,76400
2003-11-03,22.998506546020508,23.047187128856002,22.85246754860659,22.92097938215526,90000
2003-11-04,22.897539138793945,23.025548838205133,22.88491850295189,22.95703701156913,149600
2003-11-05,22.929990768432617,22.94982339128079,22.76051249156496,22.825419007150614,66800
2003-11-06,23.068824768066406,23.068824768066406,22.841653269979677,22.951633711747927,158000
2003-11-07,23.030954360961914,23.204037932832914,23.027349055015957,23.140936137729955,217200
2003-11-10,22.79296875,23.009324288950243,22.79296875,23.009324288950243,40800
2003-11-11,22.787555694580078,22.83262958453305,22.719043877048108,22.83262958453305,125200
2003-11-12,23.106674194335938,23.106674194335938,22.852456854274998,22.852456854274998,88800
2003-11-13,23.15896224975586,23.15896224975586,23.025543931351038,23.09586045953901,53200
2003-11-14,22.924583435058594,23.267145314602768,22.897538822757138,23.18240617131306,70000
2003-11-17,22.704626083374023,22.897542329871563,22.554980397858703,22.888526999208196,182400
2003-11-18,22.475645065307617,22.836236183630184,22.475645065307617,22.776738318975934,102000
2003-11-19,22.610872268676758,22.610872268676758,22.486467862232857,22.50089184062705,30800
2003-11-20,22.455814361572266,22.704621759267436,22.43417839742857,22.464828314972586,90000
2003-11-21,22.553176879882812,22.576616189205346,22.435985835455416,22.55498022111062,76400
2003-11-24,22.978675842285156,22.978675842285156,22.73527703438243,22.73527703438243,88000
2003-11-25,23.124710083007812,23.193223283705777,22.96605046792379,22.97867110349245,134000
2003-11-26,23.22748374938965,23.22928571509496,23.0201435229325,23.182409846922717,82000
2003-11-28,23.285179138183594,23.315831815750613,23.249120562984263,23.267151226130398,71200
2003-12-01,23.561025619506836,23.568238983485532,23.348278150704253,23.348278150704253,73200
2003-12-02,23.474477767944336,23.575442825912333,23.46906912205973,23.54659763155826,134800
2003-12-03,23.447446823120117,23.649377044851494,23.44384014027693,23.609711786855268,94400
2003-12-04,23.43120765686035,23.499718085669027,23.333846532676958,23.483492148668923,46800
2003-12-05,23.26715087890625,23.443839820511233,23.258135547467724,23.39335726576695,44400
2003-12-08,23.438434600830078,23.438434600830078,23.263547599490266,23.330256109927387,54000
2003-12-09,23.229278564453125,23.48349595637341,23.213052624822087,23.48349595637341,35600
2003-12-10,23.04898452758789,23.258128044685908,23.000305329943906,23.258128044685908,39200
2003-12-11,23.456453323364258,23.49611856642658,23.14093609515424,23.14093609515424,42800
2003-12-12,23.546613693237305,23.55382430897147,23.366318037855986,23.429419866583423,33600
2003-12-15,23.357297897338867,23.817052274150686,23.357297897338867,23.817052274150686,233600
2003-12-16,23.434818267822266,23.469074867538822,23.259931338495132,23.411381713615285,52800
2003-12-17,23.505126953125,23.505126953125,23.369905307998778,23.438418488545317,53200
